rating, material, time_in_seconds
2, G9TextileVersion4test3, 15.797002
6, G9RedFleezetrain4, 10.400127
8, G6Carpettrain6, 9.698917
3, G8GlitterPaperVersion1train8, 9.766836
1, G3Coppertest7, 8.299523
15, G2Bricktest2, 11.534419
17, G2StoneTileVersion1test6, 9.285094
14, G2Bricktrain5, 8.980807
2, G6Toweltest6, 10.082659
4, G9RedFleezetrain2, 5.716416
18, G2StoneTileVersion1train8, 8.607385
1, G9GreenVelvettest6, 6.666088
4, G9TextileVersion3test5, 10.167099
20, G2Bricktest5, 11.659384
8, G4Teaktrain3, 8.481673
1, G8RoughPapertest2, 6.750185
4, G9TextileVersion4train4, 7.282716
2, G6Toweltest2, 8.267155
2, G3StainlessSteeltrain3, 10.237178
2, G8RoughPapertrain5, 8.796739
4, G9Jeanstrain4, 6.016931
1, G9Jeanstest6, 5.465752
1, G8Papertest4, 7.098578
5, G9TextileVersion3test2, 8.45001
24, G2CrushedRocktrain1, 14.290331
1, G8Papertest2, 5.56032
2, G4LaminatedWoodtrain3, 7.034049
4, G8GlitterPaperVersion1test4, 8.983597
8, G4Teaktrain9, 6.215676
1, G3Coppertest5, 7.765421
2, G8GlitterPaperVersion2train8, 9.910094
1, G3Brasstest2, 7.939471
2, G3Brasstrain4, 6.232903
17, G2StoneTileVersion2test4, 8.467269
1, G9GreenVelvettest4, 5.100293
2, G8Papertest6, 8.801373
16, G2Bricktest4, 7.601519
4, G8GlitterPaperVersion2train1, 5.054879
2, G3AluminumPlatetrain9, 5.107965
8, G2Marbletest1, 8.319712
4, G9TableClothVersion2train1, 7.135505
2, G8GlitterPaperVersion2train3, 4.977542
5, G4Bambootrain2, 5.218568
14, G2StoneTileVersion2train9, 6.599151
2, G9Jeanstest4, 4.46544
6, G4Bambootrain6, 8.351871
13, G4CherryTreetrain5, 8.564977
2, G6Toweltrain1, 7.467993
1, G3Coppertrain2, 4.3147
12, G4Teaktrain2, 6.8515
16, G4ProfiledWoodPlatetrain8, 8.916662
2, G9RedVelvettest6, 5.971281
1, G9GreenVelvettest2, 5.045081
4, G8Papertrain5, 5.249117
1, G3Brasstest7, 4.556328
1, G3StainlessSteeltrain5, 6.148998
4, G9RedFleezetrain9, 5.463761
8, G9RedVelvettrain8, 9.451919
1, G8PlayingCardPapertest1, 5.959143
12, G2StoneTileVersion2train7, 6.675868
19, G4ProfiledWoodPlatetest5, 8.209624
8, G2Marbletest4, 8.484069
0, G6Toweltrain8, 8.435353
1, G9TextileVersion4test2, 5.730234
2, G6Toweltrain7, 9.651591
8, G4LaminatedWoodtest1, 9.966742
8, G9RedVelvettest7, 9.066232
10, G1ProfiledAluminumPlatetest5, 12.430946
0, G8PlayingCardPapertest4, 7.026096
13, G4ProfiledWoodPlatetrain3, 9.125715
0, G8RoughPapertest4, 5.232429
2, G8GlitterPaperVersion2train7, 6.299896
5, G6Carpettest2, 19.531654
3, G3Brasstrain5, 11.285829
1, G9GreenVelvettrain6, 4.648704
7, G4CompressedWoodVersion1test3, 6.317313
6, G4WoodenPapertrain1, 54.13088
10, G2StoneTileVersion3train7, 6.55037
1, G3StainlessSteeltrain4, 3.499219
1, G3Coppertrain1, 5.286702
9, G4WoodenPapertest2, 6.263031
