rating, material, time_in_seconds
50, G2Marbletrain7, 703.296051
25, G8GlitterPaperVersion2train6, 8.185534
15, G9TableClothVersion2test1, 8.522449
35, G2StoneTileVersion1test7, 7.860205
40, G2StoneTileVersion2test5, 8.560963
0, G9GreenVelvettest6, 13.644234
10, G3StainlessSteeltrain8, 7.271933
15, G9Jeanstrain3, 26.017557
50, G2StoneTileVersion1test2, 7.026448
70, G2CrushedRocktest1, 11.003605
50, G2StoneTileVersion1train5, 5.727262
10, G3Brasstrain7, 5.245018
35, G2CrushedRocktrain2, 6.235831
35, G4ProfiledWoodPlatetrain8, 4.979953
30, G2Bricktest4, 8.08124
20, G2Marbletrain4, 5.619991
10, G9Jeanstest6, 5.70981
30, G4CherryTreetrain2, 10.192923
25, G9TableClothVersion2train1, 9.135835
10, G6Toweltrain4, 12.034958
10, G6Toweltrain3, 8.707278
25, G4WoodenPapertrain1, 5.907131
20, G2StoneTileVersion3test4, 6.323817
80, G1ProfiledAluminumPlatetrain3, 10.793087
5, G8PlayingCardPapertest7, 5.455149
80, G1ProfiledAluminumPlatetest1, 7.496425
80, G4ProfiledWoodPlatetest3, 9.943322
15, G9TextileVersion3train4, 6.243746
5, G9GreenVelvettrain9, 7.395088
10, G3StainlessSteeltest1, 6.885059
10, G3AluminumPlatetrain2, 5.260216
10, G3Brasstrain1, 4.251148
10, G9Jeanstest1, 9.923997
5, G6Toweltrain2, 5.489852
10, G3AluminumPlatetrain1, 5.203279
10, G9GreenVelvettrain8, 8.728679
10, G6Toweltrain9, 4.498186
15, G3Coppertrain6, 3.775749
15, G3Coppertrain9, 5.401965
15, G3Brasstrain2, 5.331614
15, G9TextileVersion4train7, 6.653347
25, G9TableClothVersion2test3, 6.699145
30, G2StoneTileVersion3test5, 5.77696
20, G3Brasstrain6, 6.375163
85, G1ProfiledAluminumPlatetrain4, 5.625822
15, G4LaminatedWoodtest4, 4.653838
25, G4LaminatedWoodtrain6, 4.455086
10, G3Brasstest7, 6.334451
15, G8GlitterPaperVersion1train2, 7.058765
15, G8GlitterPaperVersion1train8, 3.798873
20, G4Bambootrain1, 3.925805
5, G8Papertest6, 7.445084
10, G8GlitterPaperVersion1test4, 5.692771
10, G9Jeanstrain1, 4.274749
15, G3AluminumPlatetest7, 8.122696
20, G9RedVelvettrain7, 7.962126
15, G3Coppertest3, 4.986888
20, G4WoodenPapertest5, 4.947923
25, G9RedVelvettest7, 5.43792
85, G1ProfiledAluminumPlatetest4, 4.096077
85, G1ProfiledAluminumPlatetest3, 4.518799
20, G3Brasstrain5, 4.250789
65, G4CompressedWoodVersion1train3, 10.031187
20, G4WoodenPapertrain4, 7.059104
45, G4LaminatedWoodtrain2, 6.766962
85, G1ProfiledAluminumPlatetrain5, 3.741471
80, G4ProfiledWoodPlatetest6, 7.500878
20, G6Toweltest5, 5.344908
35, G2StoneTileVersion1train3, 4.029607
35, G2Marbletest5, 6.587111
25, G4CherryTreetest3, 7.54398
15, G9GreenVelvettrain4, 6.127176
10, G8GlitterPaperVersion2test3, 7.621066
25, G4LaminatedWoodtrain7, 4.756671
35, G2StoneTileVersion1test6, 5.196666
20, G4WoodenPapertest6, 5.327612
20, G2Marbletrain8, 745.017701
15, G4Bambootest6, 6.466113
25, G2StoneTileVersion1train9, 4.309144
10, G8PlayingCardPapertrain6, 6.629129
15, G4WoodenPapertrain3, 6.644864
15, G3Coppertrain7, 3.83266
20, G4Bambootrain6, 5.637627
35, G2CrushedRocktrain3, 59.069673
40, G4Bambootest7, 7.353937
15, G9RedVelvettest4, 5.197537
10, G9GreenVelvettest4, 4.354159
15, G9TextileVersion3train9, 4.75147
15, G9TextileVersion3train5, 3.708488
15, G8GlitterPaperVersion1test3, 4.803188
20, G6Carpettrain4, 5.849076
15, G8RoughPapertrain9, 5.110984
20, G8RoughPapertrain8, 4.266639
15, G4WoodenPapertrain5, 3.85225
15, G9Jeanstrain4, 9.214785
20, G9TextileVersion3test4, 4.540061
20, G9RedFleezetrain5, 3.973068
55, G4ProfiledWoodPlatetest1, 7.602958
20, G3AluminumPlatetest3, 4.069468
45, G2Bricktrain9, 5.677855
25, G4Bambootrain4, 5.433137
30, G4CherryTreetrain3, 6.653136
30, G6Carpettrain7, 5.635694
15, G3StainlessSteeltrain7, 3.957903
15, G4LaminatedWoodtest7, 4.266132
