rating, material, time_in_seconds
100, G6Carpettrain1, 88.801175
80, G3StainlessSteeltrain5, 50.768876
90, G3AluminumPlatetest7, 414.469712
75, G6Toweltrain2, 60.293526
100, G4CompressedWoodVersion1test4, 24.537165
110, G4ProfiledWoodPlatetest1, 33.733862
90, G4ProfiledWoodPlatetrain6, 23.825247
70, G9RedVelvettest7, 13.894161
80, G6Carpettest5, 26.121513
80, G9TextileVersion3train3, 28.291997
60, G4Bambootrain3, 26.371802
60, G6Toweltest7, 16.014046
80, G2StoneTileVersion2train3, 8.865443
85, G2StoneTileVersion1train3, 10.829471
90, G4WoodenPapertest6, 8.746183
50, G8PlayingCardPapertrain3, 5.983958
60, G6Carpettrain3, 8.778157
110, G1ProfiledAluminumPlatetest2, 27.724922
110, G2CrushedRocktrain8, 18.730989
80, G6Carpettest2, 8.043066
60, G4Bambootrain7, 11.604142
50, G8PlayingCardPapertrain6, 3.515734
60, G2Marbletest7, 33.534404
50, G8RoughPapertest1, 16.569316
60, G6Carpettest4, 18.62551
90, G1ProfiledAluminumPlatetest7, 12.919199
70, G3Brasstrain4, 13.486575
100, G4ProfiledWoodPlatetrain9, 9.818794
110, G2StoneTileVersion1train6, 12.561069
110, G4CherryTreetest2, 13.980617
90, G2StoneTileVersion3train9, 14.769845
70, G9RedVelvettrain9, 29.591526
65, G8GlitterPaperVersion2train3, 7.494574
105, G4LaminatedWoodtrain3, 23.146903
55, G9TextileVersion4train3, 22.145452
90, G2Bricktrain4, 8.106956
60, G9Jeanstest5, 12.634788
50, G3Brasstrain2, 6.36803
80, G2Marbletrain4, 36.284446
90, G4Bambootrain1, 17.371424
50, G9TextileVersion4test1, 7.558279
52, G9TableClothVersion2test5, 8.815767
85, G2StoneTileVersion3train8, 10.881232
60, G9RedFleezetrain9, 26.576057
65, G3AluminumPlatetrain1, 16.373103
65, G9TableClothVersion2train6, 86.166409
60, G8GlitterPaperVersion1train3, 31.02945
50, G8GlitterPaperVersion1train2, 4.946233
55, G6Toweltest1, 5.998433
60, G6Carpettrain8, 14.23591
55, G9GreenVelvettest5, 7.788348
60, G6Toweltrain8, 8.517217
80, G4Bambootrain4, 11.644221
55, G9GreenVelvettest1, 6.237641
55, G8RoughPapertest3, 4.498185
50, G9GreenVelvettest2, 5.034557
55, G9TableClothVersion2train7, 7.876286
50, G9TextileVersion4test4, 15.857259
80, G4Teaktest2, 21.665872
50, G9GreenVelvettrain4, 60.841106
80, G2Bricktrain6, 27.281967
78, G4LaminatedWoodtrain4, 17.163923
75, G9TextileVersion3train6, 8.122787
85, G2Bricktest6, 10.401275
90, G4WoodenPapertest7, 125.639752
80, G3Coppertest2, 47.337037
85, G2StoneTileVersion3test5, 6.653405
60, G8GlitterPaperVersion2test1, 80.822779
50, G3StainlessSteeltrain8, 7.126889
55, G9TableClothVersion2test1, 9.420648
55, G8Papertrain9, 10.913264
50, G8RoughPapertest6, 6.178753
50, G8RoughPapertrain4, 4.7355
60, G4Larchtrain6, 7.831645
55, G9Jeanstrain9, 7.013072
55, G9Jeanstrain7, 7.687337
60, G6Carpettrain7, 9.120559
60, G9RedFleezetrain3, 11.525083
55, G8PlayingCardPapertest5, 27.044922
70, G4Teaktrain6, 56.647629
80, G4ProfiledWoodPlatetrain5, 37.676429
55, G3AluminumPlatetrain4, 40.678705
60, G9TextileVersion3train5, 13.70438
55, G8Papertest7, 18.03232
64, G2Marbletest2, 8.035242
