rating, material, time_in_seconds
72, G2StoneTileVersion3test3, 8.610447
95, G1ProfiledAluminumPlatetest5, 5.912319
50, G8RoughPapertrain4, 7.77143
86, G4Bambootest1, 6.580858
50, G9TextileVersion3test7, 4.681862
115, G2StoneTileVersion2train8, 8.40701
9, G9TextileVersion4test1, 4.435411
22, G8Papertrain3, 7.764111
12, G6Toweltest5, 5.575891
55, G4WoodenPapertrain8, 7.284374
65, G4Teaktrain8, 5.34742
35, G8RoughPapertrain1, 5.607896
65, G2Marbletrain3, 5.274618
25, G6Carpettrain3, 5.154338
45, G3StainlessSteeltrain3, 5.46131
15, G6Toweltest2, 5.264116
50, G9TextileVersion3train5, 3.938265
80, G4Teaktrain9, 7.372972
40, G3Coppertest2, 9.113929
50, G3AluminumPlatetest1, 6.147559
20, G9Jeanstrain7, 7.289845
60, G4WoodenPapertest5, 5.530927
80, G4CompressedWoodVersion1test4, 5.776379
40, G3Brasstrain2, 5.771747
20, G8GlitterPaperVersion2test6, 4.948541
35, G8GlitterPaperVersion1train4, 10.331513
50, G9TableClothVersion2train8, 6.558485
125, G2StoneTileVersion1train2, 6.62314
125, G2StoneTileVersion1test2, 6.160876
35, G2CrushedRocktest6, 5.540949
35, G2CrushedRocktest3, 4.270326
35, G2CrushedRocktrain3, 5.308147
70, G4Bambootrain2, 9.028906
25, G6Carpettest2, 4.811469
70, G4LaminatedWoodtest1, 7.551332
35, G2CrushedRocktest1, 11.776931
20, G8RoughPapertest1, 5.636396
75, G1ProfiledAluminumPlatetrain4, 4.433771
85, G4CompressedWoodVersion1train6, 4.505899
25, G6Carpettest6, 4.547324
20, G8GlitterPaperVersion1train3, 7.418811
35, G3Brasstest3, 9.422003
45, G3AluminumPlatetest2, 5.320931
85, G4Teaktrain6, 5.690257
65, G2StoneTileVersion3train4, 7.310217
70, G4Larchtest1, 7.20981
20, G8GlitterPaperVersion2train1, 4.6542
40, G3Brasstest5, 4.393196
35, G2CrushedRocktrain5, 7.070148
100, G2StoneTileVersion1train6, 4.551575
9, G9TextileVersion4test2, 4.590779
80, G2StoneTileVersion3test4, 7.842294
50, G9TextileVersion3train3, 5.448221
50, G3Brasstest1, 5.984813
25, G6Carpettrain7, 3.940933
50, G3Brasstrain5, 5.820756
60, G2Marbletest3, 5.903505
20, G8GlitterPaperVersion1test4, 5.823868
15, G6Toweltrain7, 6.835865
25, G6Carpettest3, 4.317689
85, G2StoneTileVersion3train1, 9.735861
120, G2StoneTileVersion1test5, 6.100553
110, G4LaminatedWoodtrain3, 6.830256
95, G4Bambootrain4, 5.135478
100, G2StoneTileVersion3train2, 5.900264
5, G9Jeanstest1, 7.170165
35, G2CrushedRocktest7, 5.036789
50, G9TableClothVersion2test6, 6.943112
65, G2StoneTileVersion3test2, 5.963389
20, G8PlayingCardPapertrain7, 5.408986
75, G4ProfiledWoodPlatetrain5, 16.512963
75, G4Teaktest4, 7.712007
50, G9TextileVersion3test6, 9.226675
30, G2CrushedRocktrain7, 11.443347
45, G3Brasstrain6, 7.537354
90, G4CherryTreetrain6, 6.446637
80, G4Bambootest7, 5.526089
75, G2Marbletest5, 9.759613
50, G9TextileVersion3test4, 96.299391
50, G3AluminumPlatetrain6, 7.115637
20, G9Jeanstrain4, 6.494791
80, G1ProfiledAluminumPlatetrain3, 18.433487
20, G9GreenVelvettrain1, 13.204927
50, G2Bricktest1, 8.23128
30, G8GlitterPaperVersion1train1, 43.91297
80, G1ProfiledAluminumPlatetrain9, 9.492265
20, G9GreenVelvettest3, 11.676084
30, G6Toweltest6, 7.264568
30, G3AluminumPlatetrain7, 5.313555
40, G3Brasstrain3, 5.795928
85, G4Teaktest5, 5.667839
20, G9GreenVelvettest7, 4.565696
70, G4Larchtrain8, 5.226376
35, G3Coppertrain8, 6.511619
75, G4Larchtrain9, 9.489912
